NACA 2412                                       
 Alfa =   3.00000 Re =  2329630.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.21627
   0.99381  0.00254  0.19648
   0.98304  0.00473  0.15990
   0.97049  0.00724  0.12115
   0.95646  0.01001  0.08242
   0.94138  0.01291  0.04552
   0.92569  0.01588  0.01146
   0.90967  0.01884 -0.01994
   0.89346  0.02176 -0.04854
   0.87717  0.02463 -0.07530
   0.86082  0.02745 -0.10005
   0.84444  0.03020 -0.12328
   0.82804  0.03289 -0.14553
   0.81162  0.03552 -0.16673
   0.79519  0.03809 -0.18686
   0.77875  0.04059 -0.20661
   0.76230  0.04302 -0.22560
   0.74585  0.04539 -0.24413
   0.72938  0.04769 -0.26233
   0.71292  0.04993 -0.28012
   0.69645  0.05210 -0.29775
   0.67998  0.05420 -0.31495
   0.66350  0.05624 -0.33236
   0.64703  0.05820 -0.34928
   0.63056  0.06009 -0.36633
   0.61410  0.06191 -0.38326
   0.59764  0.06366 -0.40013
   0.58118  0.06533 -0.41707
   0.56474  0.06692 -0.43401
   0.54830  0.06843 -0.45074
   0.53188  0.06985 -0.46806
   0.51547  0.07120 -0.48463
   0.49907  0.07245 -0.50158
   0.48270  0.07362 -0.51807
   0.46635  0.07469 -0.53431
   0.45002  0.07567 -0.54974
   0.43373  0.07654 -0.56491
   0.41749  0.07732 -0.58534
   0.40134  0.07798 -0.63530
   0.38529  0.07852 -0.68212
   0.36934  0.07891 -0.69352
   0.35345  0.07914 -0.70857
   0.33762  0.07922 -0.72497
   0.32184  0.07915 -0.74192
   0.30612  0.07891 -0.75893
   0.29046  0.07850 -0.77565
   0.27487  0.07791 -0.79249
   0.25935  0.07715 -0.80858
   0.24392  0.07620 -0.82462
   0.22859  0.07506 -0.83984
   0.21338  0.07373 -0.85489
   0.19829  0.07219 -0.86912
   0.18335  0.07044 -0.88308
   0.16859  0.06848 -0.89655
   0.15405  0.06629 -0.90886
   0.13978  0.06389 -0.92149
   0.12584  0.06127 -0.93298
   0.11233  0.05844 -0.94400
   0.09937  0.05542 -0.95406
   0.08711  0.05226 -0.96325
   0.07571  0.04901 -0.97208
   0.06532  0.04573 -0.97894
   0.05602  0.04251 -0.98464
   0.04785  0.03938 -0.98806
   0.04073  0.03640 -0.98857
   0.03458  0.03357 -0.98767
   0.02925  0.03090 -0.98243
   0.02465  0.02837 -0.97148
   0.02064  0.02596 -0.95701
   0.01715  0.02365 -0.93414
   0.01410  0.02143 -0.90393
   0.01144  0.01929 -0.86370
   0.00910  0.01719 -0.80550
   0.00708  0.01514 -0.73485
   0.00532  0.01312 -0.63953
   0.00383  0.01112 -0.52241
   0.00259  0.00913 -0.37265
   0.00160  0.00716 -0.19511
   0.00085  0.00521  0.00455
   0.00034  0.00329  0.22337
   0.00006  0.00140  0.43673
   0.00001 -0.00042  0.62788
   0.00017 -0.00227  0.79600
   0.00057 -0.00415  0.91502
   0.00123 -0.00604  0.98611
   0.00216 -0.00791  1.00155
   0.00337 -0.00974  0.97179
   0.00484 -0.01154  0.91236
   0.00657 -0.01328  0.83314
   0.00858 -0.01499  0.75018
   0.01087 -0.01666  0.66496
   0.01347 -0.01829  0.58540
   0.01640 -0.01991  0.50924
   0.01971 -0.02152  0.44063
   0.02346 -0.02312  0.37684
   0.02772 -0.02473  0.31997
   0.03259 -0.02635  0.26751
   0.03819 -0.02799  0.22156
   0.04464 -0.02964  0.17923
   0.05210 -0.03130  0.14255
   0.06070 -0.03295  0.10976
   0.07053 -0.03455  0.08266
   0.08159 -0.03607  0.05923
   0.09381 -0.03747  0.04108
   0.10702 -0.03870  0.02660
   0.12102 -0.03975  0.01631
   0.13563 -0.04061  0.00866
   0.15070 -0.04129  0.00360
   0.16612 -0.04180  0.00025
   0.18181 -0.04215 -0.00099
   0.19771 -0.04236 -0.00155
   0.21379 -0.04244 -0.00098
   0.23002 -0.04240  0.00030
   0.24636 -0.04227  0.00216
   0.26282 -0.04204  0.00423
   0.27936 -0.04174  0.00667
   0.29599 -0.04137  0.00919
   0.31270 -0.04093  0.01165
   0.32946 -0.04045  0.01415
   0.34629 -0.03992  0.01634
   0.36315 -0.03936  0.01819
   0.38005 -0.03876  0.01954
   0.39694 -0.03814  0.01956
   0.41378 -0.03750  0.01883
   0.43058 -0.03681  0.01954
   0.44740 -0.03606  0.02096
   0.46423 -0.03528  0.02301
   0.48108 -0.03446  0.02513
   0.49795 -0.03360  0.02773
   0.51485 -0.03271  0.03040
   0.53177 -0.03179  0.03315
   0.54871 -0.03085  0.03620
   0.56567 -0.02988  0.03904
   0.58264 -0.02889  0.04211
   0.59963 -0.02788  0.04512
   0.61664 -0.02685  0.04814
   0.63366 -0.02581  0.05117
   0.65068 -0.02475  0.05438
   0.66772 -0.02369  0.05734
   0.68477 -0.02261  0.06041
   0.70182 -0.02152  0.06351
   0.71888 -0.02043  0.06659
   0.73594 -0.01932  0.06985
   0.75301 -0.01821  0.07296
   0.77008 -0.01709  0.07633
   0.78715 -0.01597  0.07970
   0.80422 -0.01484  0.08310
   0.82128 -0.01370  0.08681
   0.83834 -0.01256  0.09068
   0.85538 -0.01141  0.09461
   0.87240 -0.01026  0.09886
   0.88939 -0.00910  0.10299
   0.90628 -0.00793  0.10742
   0.92300 -0.00677  0.11121
   0.93937 -0.00562  0.11354
   0.95508 -0.00451  0.13755
   0.96967 -0.00347  0.16571
   0.98263 -0.00253  0.18748
   0.99369 -0.00172  0.21288
   1.00000 -0.00126  0.21627
