NACA 2412                                       
 Alfa =   0.00000 Re =  2329630.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.21481
   0.99381  0.00254  0.19261
   0.98304  0.00473  0.15201
   0.97049  0.00724  0.11273
   0.95646  0.01001  0.07606
   0.94138  0.01291  0.04262
   0.92569  0.01588  0.01289
   0.90967  0.01884 -0.01408
   0.89346  0.02176 -0.03818
   0.87717  0.02463 -0.06056
   0.86082  0.02745 -0.08098
   0.84444  0.03020 -0.09991
   0.82804  0.03289 -0.11798
   0.81162  0.03552 -0.13496
   0.79519  0.03809 -0.15091
   0.77875  0.04059 -0.16646
   0.76230  0.04302 -0.18123
   0.74585  0.04539 -0.19539
   0.72938  0.04769 -0.20911
   0.71292  0.04993 -0.22237
   0.69645  0.05210 -0.23510
   0.67998  0.05420 -0.24728
   0.66350  0.05624 -0.25915
   0.64703  0.05820 -0.27013
   0.63056  0.06009 -0.28028
   0.61410  0.06191 -0.28935
   0.59764  0.06366 -0.29787
   0.58118  0.06533 -0.31016
   0.56474  0.06692 -0.34297
   0.54830  0.06843 -0.37613
   0.53188  0.06985 -0.38144
   0.51547  0.07120 -0.39012
   0.49907  0.07245 -0.40030
   0.48270  0.07362 -0.41138
   0.46635  0.07469 -0.42319
   0.45002  0.07567 -0.43558
   0.43373  0.07654 -0.44854
   0.41749  0.07732 -0.46227
   0.40134  0.07798 -0.47730
   0.38529  0.07852 -0.49240
   0.36934  0.07891 -0.50567
   0.35345  0.07914 -0.51728
   0.33762  0.07922 -0.52795
   0.32184  0.07915 -0.53755
   0.30612  0.07891 -0.54602
   0.29046  0.07850 -0.55352
   0.27487  0.07791 -0.55980
   0.25935  0.07715 -0.56484
   0.24392  0.07620 -0.56899
   0.22859  0.07506 -0.57162
   0.21338  0.07373 -0.57279
   0.19829  0.07219 -0.57235
   0.18335  0.07044 -0.57001
   0.16859  0.06848 -0.56634
   0.15405  0.06629 -0.55977
   0.13978  0.06389 -0.55190
   0.12584  0.06127 -0.53999
   0.11233  0.05844 -0.52603
   0.09937  0.05542 -0.50866
   0.08711  0.05226 -0.48744
   0.07571  0.04901 -0.46239
   0.06532  0.04573 -0.43353
   0.05602  0.04251 -0.40073
   0.04785  0.03938 -0.36479
   0.04073  0.03640 -0.32367
   0.03458  0.03357 -0.27955
   0.02925  0.03090 -0.23152
   0.02465  0.02837 -0.17802
   0.02064  0.02596 -0.11882
   0.01715  0.02365 -0.05439
   0.01410  0.02143  0.01807
   0.01144  0.01929  0.09715
   0.00910  0.01719  0.18674
   0.00708  0.01514  0.28569
   0.00532  0.01312  0.39454
   0.00383  0.01112  0.51118
   0.00259  0.00913  0.63282
   0.00160  0.00716  0.75348
   0.00085  0.00521  0.86211
   0.00034  0.00329  0.94637
   0.00006  0.00140  0.99444
   0.00001 -0.00042  0.99919
   0.00017 -0.00227  0.95583
   0.00057 -0.00415  0.86454
   0.00123 -0.00604  0.73481
   0.00216 -0.00791  0.57653
   0.00337 -0.00974  0.41788
   0.00484 -0.01154  0.26823
   0.00657 -0.01328  0.13804
   0.00858 -0.01499  0.02793
   0.01087 -0.01666 -0.05989
   0.01347 -0.01829 -0.13585
   0.01640 -0.01991 -0.19266
   0.01971 -0.02152 -0.23668
   0.02346 -0.02312 -0.27215
   0.02772 -0.02473 -0.29948
   0.03259 -0.02635 -0.31877
   0.03819 -0.02799 -0.33148
   0.04464 -0.02964 -0.33993
   0.05210 -0.03130 -0.34279
   0.06070 -0.03295 -0.34177
   0.07053 -0.03455 -0.33726
   0.08159 -0.03607 -0.32936
   0.09381 -0.03747 -0.31940
   0.10702 -0.03870 -0.30800
   0.12102 -0.03975 -0.29436
   0.13563 -0.04061 -0.28125
   0.15070 -0.04129 -0.26728
   0.16612 -0.04180 -0.25358
   0.18181 -0.04215 -0.23994
   0.19771 -0.04236 -0.22682
   0.21379 -0.04244 -0.21366
   0.23002 -0.04240 -0.20127
   0.24636 -0.04227 -0.18906
   0.26282 -0.04204 -0.17771
   0.27936 -0.04174 -0.16660
   0.29599 -0.04137 -0.15616
   0.31270 -0.04093 -0.14629
   0.32946 -0.04045 -0.13715
   0.34629 -0.03992 -0.12858
   0.36315 -0.03936 -0.12105
   0.38005 -0.03876 -0.11443
   0.39694 -0.03814 -0.10962
   0.41378 -0.03750 -0.10626
   0.43058 -0.03681 -0.10277
   0.44740 -0.03606 -0.10099
   0.46423 -0.03528 -0.08909
   0.48108 -0.03446 -0.06693
   0.49795 -0.03360 -0.05789
   0.51485 -0.03271 -0.05325
   0.53177 -0.03179 -0.04917
   0.54871 -0.03085 -0.04418
   0.56567 -0.02988 -0.03919
   0.58264 -0.02889 -0.03348
   0.59963 -0.02788 -0.02784
   0.61664 -0.02685 -0.02204
   0.63366 -0.02581 -0.01613
   0.65068 -0.02475 -0.00998
   0.66772 -0.02369 -0.00419
   0.68477 -0.02261  0.00179
   0.70182 -0.02152  0.00784
   0.71888 -0.02043  0.01373
   0.73594 -0.01932  0.02010
   0.75301 -0.01821  0.02608
   0.77008 -0.01709  0.03251
   0.78715 -0.01597  0.03904
   0.80422 -0.01484  0.04555
   0.82128 -0.01370  0.05263
   0.83834 -0.01256  0.06017
   0.85538 -0.01141  0.06795
   0.87240 -0.01026  0.07662
   0.88939 -0.00910  0.08575
   0.90628 -0.00793  0.09656
   0.92300 -0.00677  0.10844
   0.93937 -0.00562  0.12218
   0.95508 -0.00451  0.13855
   0.96967 -0.00347  0.15753
   0.98263 -0.00253  0.17939
   0.99369 -0.00172  0.20550
   1.00000 -0.00126  0.21481
